"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"China","CHN","GDP (current US$)","NY.GDP.MKTP.CD","61377930682.0013","50100934915.6492","46464003927.0217","50280424169.1138","58613239132.7057","69709152023.4307","75879433528.3157","72057026115.9338","69993499400.1529","78718820945.8759","91506213646.1258","98562021764.4023","112159815863.885","136769881126.331","142254740054.455","161162497663.83","151627679386.658","172349008332.744","148178859490.823","176634786270.697","189399992473.921","194111112580.308","203183214981.86","228455947879.686","257432147241.187","306666660698.093","297831879941.527","270372194996.888","309522625241.62","343973680226.249","356936901183.933","379468656246.252","422660918111.414","440500898964.599","559224707280.731","728007199936.412","856084729312.253","952652693079.137","1019458585326.15","1083277930359.88","1198474934198.78","1324806914358.35","1453827554714.01","1640958732775.07","1931644331142.47","2256902590825.33","2712950886698.27","3494055944791.32","4521827288303.98","4991256406734.99","5930529470799.17","7321935025069.66","8227102629831.48","",
"Cote d'Ivoire","CIV","GDP (current US$)","NY.GDP.MKTP.CD","546203558.310143","618245634.988018","645284474.640857","761047198.810423","921063326.096901","919771228.101812","1024102881.82116","1082922725.96955","1281281277.85222","1361360291.69501","1455482795.25108","1584128511.36618","1849400398.34751","2508421425.59464","3070152313.92163","3893839184.18046","4662053819.6793","6265068200.46311","7900526290.2174","9142933955.74314","10175617589.2179","8432589956.23119","7567110855.98781","6838184772.00521","6841639250.28294","6977650648.41169","9158302111.30356","10087654451.3011","10255169812.0455","9757410629.79471","10795850584.4993","10492628587.8308","11152971284.4176","11045760268.5308","8313557515.32473","11000146268.7285","12139234220.4217","11722213506.6176","12782570245.73","12556457526.9353","10417060604.9044","10545285036.7953","11486664265.305","13737482343.3822","15481092596.4757","16363437145.2025","17367303155.9802","19795705245.3489","23414253327.8501","23041633638.2307","22920779597.555","24073812829.8934","24680372724.4372","",
"Latin America and the Caribbean (IFC classification)","CLA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East and North Africa (IFC classification)","CME","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cameroon","CMR","GDP (current US$)","NY.GDP.MKTP.CD","618740961.846393","657597317.013411","699373631.018922","723624330.677692","782384403.805909","814140009.288232","853268764.31619","934078958.168675","1053076992.0168","1152418382.11797","1160002328.96821","1233991070.56099","1430951432.28522","1758727646.78718","2255496517.17176","2752770608.56655","3076592633.97198","3366368801.19307","4409920571.11064","5811443663.36231","6740757493.14259","7636346056.24426","7322913599.99482","7381853864.71487","7801858400.87719","8148223551.98538","10621157923.394","12302473328.7923","12493286836.9884","11140057045.8017","11151578702.8802","12434368415.9998","11396311478.4043","13532152214.7985","9220467286.23934","8733227080.86831","9732338099.34075","9840550361.48209","9629642599.839","10486456218.2642","9287367568.8254","9633109256.77677","10879778327.809","13621809574.3326","15775356736.7031","16587921220.9676","17953103008.559","20431779033.658","23735537026.2769","22165009362.7864","22493301699.3672","25486923058.8757","25321590401.7168","",
"Congo, Rep.","COG","GDP (current US$)","NY.GDP.MKTP.CD","131731862.666879","151675739.030154","166521240.026537","172233430.691922","185693724.829007","198318063.860835","220613582.369827","237397428.336429","251247458.012189","265040036.059116","274960699.85855","322128019.323561","410669262.897929","541973362.480998","585364635.354748","767102679.018622","754549600.548182","765224030.636552","878771771.29105","1198749665.95066","1705796849.54655","1993512325.92286","2160640566.5396","2097274289.61512","2193581366.40722","2160872541.41887","1849268214.68184","2297753649.2798","2212536313.33492","2389593021.94866","2798746050.58236","2724853507.64996","2933222705.7974","1918970177.74925","1769365438.88526","2116003868.17373","2540697537.70424","2322719101.28455","1949481380.64925","2353909441.70059","3219910666.0298","2794259756.13093","3019993723.12586","3495868724.65945","4648628839.49057","6087002681.74095","7731261168.83097","8394688589.03459","11859015180.8733","9593536719.0203","12007880067.3847","14425606793.3022","13677928883.6386","",
"Colombia","COL","GDP (current US$)","NY.GDP.MKTP.CD","4040948305.94945","4552914126.02977","4968598034.74467","4838841457.77778","5992169472","5790247619.04762","5452762962.96296","5727208180.14705","5918467519.18157","6405440200.13469","7198373469.47995","7820367892.9766","8671371951.2195","10315774588.1355","12370045405.1288","13098633901.8673","15341403660.4698","19470978268.2589","23263511958.0509","27940389361.1188","33400712095.04","36388389129.3376","38968019453.0773","38729822781.5997","38253120737.9671","34894419525.2204","34942483688.1685","36373312082.6578","39212545681.4333","39540083645.5519","40274204595.2296","41239551378.2482","49279585355.0948","55802540100.9795","81703496603.9934","92507277798.1985","97160111573.337","106659507963.528","98443743190.8491","86186156584.3817","99886577575.5444","98203544965.2678","97933392356.4253","94684582573.3167","117074865515.279","146520136085.39","162773603929.706","207520149156.402","244056736297.413","234360070287.095","287000940839.272","336559866920.815","369606330701.98","",
"Comoros","COM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","123505661.481042","114271876.307163","107089562.585986","111519674.004581","107489831.822968","114490708.940052","162487778.531027","196433673.905339","207476558.527351","198733188.123343","250030778.38846","246823412.937961","266191082.845245","263568133.064641","185761813.213562","231896233.742985","230495756.548375","212099640.768249","215394048.572942","222580461.640908","201899883.626713","220115655.294095","251162420.638592","324470868.885287","362420483.548684","387036131.685576","403179474.351306","464948879.259374","530131963.428658","535199685.948686","543376206.062274","610372697.420461","595900353.493894","",
"Cabo Verde","CPV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","142246875.536716","139468114.599741","140630758.594899","138476239.366792","132019065.033419","137728155.212661","190651207.999511","235253171.953106","264308140.766022","267448513.521005","359374292.597236","376141054.42384","430695036.984829","431424963.14253","486320641.519669","573124584.056907","587239731.81753","571463017.847929","617060490.95944","675281384.08379","604760392.765824","624141912.607","679340246.251473","891375823.855505","1022562771.13513","1090445839.27445","1236876851.37206","1513934037.7149","1789332787.69837","1711816592.9548","1664310632.03162","1864823990.9938","1827021561.6512","",
"Costa Rica","CRI","GDP (current US$)","NY.GDP.MKTP.CD","507516617.287777","490324267.102377","479181227.220072","511902566.699118","542578822.460723","592981156.226415","647305631.396226","699456618.264151","773841499.773585","853630203.169811","984830159.698113","1077152887.35042","1238251657.6619","1528916175.15355","1666544794.71392","1960863535.87025","2412555508.08092","3072427124.57764","3523208933.86208","4035519471.59193","4831447173.21361","2623807083.30709","2606621244.69654","3976453954.94436","4593908761.79189","4796628461.62238","5477895475.74339","5841132961.39946","6063759371.10467","6866402028.35824","7403457319.25185","7162546761.41469","8573611050.18873","9638291586.86293","10557530654.1743","11722357067.305","11843228539.7911","12828975924.3336","14101753567.4015","15796567138.0566","15946443103.2804","16403602943.4123","16844378578.178","17517536016.1874","18596365926.8535","19964893807.3935","22526464409.0829","26321999607.4464","29831164925.0537","29382590137.6267","36298327620.413","41032245031.148","45103963693.4823","",
"South Asia (IFC classification)","CSA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Caribbean small states","CSS","GDP (current US$)","NY.GDP.MKTP.CD","1859229137.12282","2010807327.56567","2120345745.36703","2258228753.25757","2429886845.91949","2614400308.53721","2834716263.34972","3047396311.71372","3031236448.30926","3303911504.14583","3646983578.29184","3971866743.80953","4595320687.08156","5050458075.38615","6535038896.67378","7650579902.83471","7874819951.88727","9115305710.28083","9329515061.53742","10715529655.7534","13198346193.5023","14416121372.7299","16021593668.7413","16406832335.8781","15572528850.2674","15339714679.0232","13910360574.7396","14931365982.8292","15805757981.2548","16151256732.6892","17581092345.3703","17457961924.0573","17177932542.1456","17881237264.6402","18982650149.1936","20821836883.0337","22680636420.1069","25356788009.1174","27847248294.6412","29613300890.0765","32260464990.4301","33117733166.3116","34929021599.5101","37401879065.5924","40740375080.6179","46555084823.0759","52432657466.6477","58340155247.8437","66571021788.9852","55998821214.2746","59193743656.2648","63696134954.6894","64932526224.649","",
"Cuba","CUB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","5693005244","6914658389","8135150888.7723","9987709686.36912","11405957363.4146","13027415252.439","13789579892.8136","14206158657.8313","17844705319.4805","19584443219.1781","19912889808.3333","20150254124.0964","20953510265.8824","22205716020.35","24039383641.4343","22921491786.9543","24226283927.4787","25213614325.1389","27458999535.6201","27025200369.1125","28645436550.5319","24317883624.0548","22085858204.0541","22367254851.3514","28448326795.9459","30428638304.4183","25017300000","25366200000","25736600000","28365300000","30565200000","31683300000","33590400000","35901500000","38202800000","42644200000","52742100000","58603500000","60806200000","62078610000","64328220000","68233900000","","",
"Curacao","CUW","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1012444041.02053","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","489912509.318032","576090037.834177","734876187.342706","964024738.781755","1288699020.84443","2154311327.61783","2087496321.68135","2159242370.64266","2160364085.74811","2278248930.25622","2430411867.33038","3090734455.16821","3704813856.98828","4278792561.50309","4563482552.74276","5591130222.4393","5770197317.23341","6912150472.55038","6590291095.49418","7425703907.18096","9250142747.793","9346693021.6331","8905554119.33891","9553478738.04769","9776223013.13328","9314937556.47906","9679304970.56184","10557366161.9634","13319544758.4518","15816972050.6976","16997801392.3755","18435765910.0111","21841815680.8803","25321517504.0281","23542650736.3156","23132450331.1258","24851264943.0081","22766912960","",
"Czech Republic","CZE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39130979425.7383","28688387778.3024","33439461246.9367","39263369285.936","45972833316.4807","57787339864.3557","64894609844.6009","59463982354.6268","63863336207.3861","62165739783.1888","58807244367.8667","64375288106.7769","78425201660.6299","95292530752.5967","113976672924.834","130052420701.169","148345088495.575","180511237062.592","225448799062.683","197218205666.317","198475392670.157","216011355932.203","196446226535.564","",
"Germany","DEU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","208869771037.638","241913902391.321","290121986826.722","385511902238.43","430926173895.312","474795560457.4","502973378649.526","581110225899.624","716562767146.076","852889587366.288","919609249883.11","774627579736.361","751503470607.305","745801590616.898","701699792252.972","708883867563.958","1012479276703.47","1256262486740.27","1355992248617.77","1353799613924.54","1714470068623.4","1808603417796.11","2064370695053.22","2007452975275.05","2148005303121.61","2522860652381.6","2436963867949.05","2157229866907.29","2178170501278.2","2131046239079.48","1886401326699.83","1880894854586.13","2006587615283.27","2423814898419.86","2726341472500.05","2766253792966.22","2902748698160.05","3323807412152.12","3623686234298.9","3298219195018.91","3304439018398.46","3628110015052.5","3425928305280.74","",
