id,home_id,home,home_code,away_id,away,away_code,h_score,a_score,date,stadium,round,world_cup,year,host,reasonWin
300186465,43954,Italy,ITA,43930,Uruguay,URU,0,1,24 Jun 2014 - 13:00 Local time,Estadio das Dunas,First stage - Group D,2014 FIFA World Cup Brazil,2014,Brazil,
1373,44026,Soviet Union,URS,43942,England,ENG,1,0,17 Jun 1958 - 19:00 Local time,Nya Ullevi,Group matches - Group 4,1958 FIFA World Cup Sweden,1958,Sweden,
1236,43934,Austria,AUT,43967,Scotland,SCO,1,0,16 Jun 1954 - 18:00 Local time,Hardturm,Group matches - Group 3,1954 FIFA World Cup Switzerland,1954,Switzerland,
3088,43964,Romania,ROU,43922,Argentina,ARG,3,2,03 Jul 1994 - 13:30 Local time,Rose Bowl,Round of 16,1994 FIFA World Cup USA,1994,USA,
300061500,43924,Brazil,BRA,43925,Chile,CHI,3,0,28 Jun 2010 - 20:30 Local time,Ellis Park Stadium,Round of 16,2010 FIFA World Cup South Africa,2010,South Africa,
8781,43954,Italy,ITA,43946,France,FRA,0,0,03 Jul 1998 - 16:30 Local time,Stade de France,Quarter-finals,1998 FIFA World Cup France,1998,France,win on penalties (3 - 4)
3067,43924,Brazil,BRA,43849,Cameroon,CMR,3,0,24 Jun 1994 - 16:00 Local time,Stanford Stadium,Group matches - Group B,1994 FIFA World Cup USA,1994,USA,
1774,44023,Germany FR,FRG,43936,Bulgaria,BUL,5,2,07 Jun 1970 - 12:00 Local time,Nou Camp - Estadio León,Group matches - Group 4,1970 FIFA World Cup Mexico,1970,Mexico,
741,44023,Germany FR,FRG,43843,Algeria,ALG,1,2,16 Jun 1982 - 17:15 Local time,El Molinon,Group matches - Group 2,1982 FIFA World Cup Spain,1982,Spain,
1324,43922,Argentina,ARG,43952,Northern Ireland,NIR,3,1,11 Jun 1958 - 19:00 Local time,Orjans Vall,Group matches - Group 1,1958 FIFA World Cup Sweden,1958,Sweden,
300331520,43914,Panama,PAN,43888,Tunisia,TUN,,,28 Jun 2018 - 21:00      Local time,Mordovia Arena,"First stage - Group G,",2018 FIFA World Cup Russia,2018,Russia,
8739,43964,Romania,ROU,43926,Colombia,COL,1,0,15 Jun 1998 - 17:30 Local time,Stade de Gerland,Group matches - Group G,1998 FIFA World Cup France,1998,France,
25,43924,Brazil,BRA,43922,Argentina,ARG,0,1,24 Jun 1990 - 17:00 Local time,Stadio delle Alpi,Round of 16,1990 FIFA World Cup Italy,1990,Italy,
468,43899,Canada,CAN,43946,France,FRA,0,1,01 Jun 1986 - 16:00 Local time,Nou Camp - Estadio León,Group matches - Group C,1986 FIFA World Cup Mexico,1986,Mexico,
43950038,43876,Nigeria,NGA,43942,England,ENG,0,0,12 Jun 2002 - 15:30 Local time,Osaka Nagai Stadium,Group matches - Group F,2002 FIFA World Cup Korea,2002,Korea,
1332,44026,Soviet Union,URS,43934,Austria,AUT,2,0,11 Jun 1958 - 19:00 Local time,Ryavallen,Group matches - Group 4,1958 FIFA World Cup Sweden,1958,Sweden,
1277,43950,Hungary,HUN,44023,Germany FR,FRG,8,3,20 Jun 1954 - 16:50 Local time,St. Jakob,Group matches - Group 2,1954 FIFA World Cup Switzerland,1954,Switzerland,
300186473,43925,Chile,CHI,43976,Australia,AUS,3,1,13 Jun 2014 - 18:00 Local time,Arena Pantanal,First stage - Group B,2014 FIFA World Cup Brazil,2014,Brazil,
8778,43960,Netherlands,NED,43975,Yugoslavia,YUG,2,1,29 Jun 1998 - 21:00 Local time,Stade Municipal,Round of 16,1998 FIFA World Cup France,1998,France,
995,43954,Italy,ITA,43962,Poland,POL,0,0,14 Jun 1982 - 17:15 Local time,Estadio Municipal de Balaídos,Group matches - Group 1,1982 FIFA World Cup Spain,1982,Spain,
1559,44025,Czechoslovakia,TCH,43975,Yugoslavia,YUG,3,1,13 Jun 1962 - 14:30 Local time,Estadio Sausalito,Semi-finals,1962 FIFA World Cup Chile,1962,Chile,
3071,43922,Argentina,ARG,43876,Nigeria,NGA,2,1,25 Jun 1994 - 16:00 Local time,Foxboro Stadium,Group matches - Group D,1994 FIFA World Cup USA,1994,USA,
300061453,43930,Uruguay,URU,43946,France,FRA,0,0,11 Jun 2010 - 20:30 Local time,Cape Town Stadium,First stage - Group A,2010 FIFA World Cup South Africa,2010,South Africa,
429,43928,Paraguay,PAR,43935,Belgium,BEL,2,2,11 Jun 1986 - 12:00 Local time,Bombonera - Estadio Nemesio Diez,Group matches - Group B,1986 FIFA World Cup Mexico,1986,Mexico,
97410057,43948,Germany,GER,43922,Argentina,ARG,1,1,30 Jun 2006 - 17:00 Local time,Olympiastadion,Quarter-finals,2006 FIFA World Cup Germany,2006,Germany,win on penalties (4 - 2)
901,43969,Spain,ESP,43909,Honduras,HON,1,1,16 Jun 1982 - 21:00 Local time,Luis Casanova,Group matches - Group 5,1982 FIFA World Cup Spain,1982,Spain,
43950002,43953,Republic of Ireland,IRL,43849,Cameroon,CMR,1,1,01 Jun 2002 - 15:30 Local time,Niigata Stadium Big Swan,Group matches - Group E,2002 FIFA World Cup Korea,2002,Korea,
1172,44025,Czechoslovakia,TCH,43960,Netherlands,NED,3,0,05 Jun 1938 - 18:30 Local time,Cavee Verte,First round,1938 FIFA World Cup France,1938,France,Czechoslovakia win after extra time
517,43967,Scotland,SCO,43941,Denmark,DEN,0,1,04 Jun 1986 - 16:00 Local time,Neza,Group matches - Group E,1986 FIFA World Cup Mexico,1986,Mexico,
393,43922,Argentina,ARG,44023,Germany FR,FRG,3,2,29 Jun 1986 - 12:00 Local time,Estadio Azteca,Final,1986 FIFA World Cup Mexico,1986,Mexico,
43950055,43819,Japan,JPN,43972,Turkey,TUR,0,1,18 Jun 2002 - 15:30 Local time,Miyagi Stadium,Round of 16,2002 FIFA World Cup Korea,2002,Korea,
300061490,43924,Brazil,BRA,43821,Korea DPR,PRK,2,1,15 Jun 2010 - 20:30 Local time,Ellis Park Stadium,First stage - Group G,2010 FIFA World Cup South Africa,2010,South Africa,
8754,43921,USA,USA,43817,Iran,IRN,1,2,21 Jun 1998 - 21:00 Local time,Stade de Gerland,Group matches - Group F,1998 FIFA World Cup France,1998,France,
48,43934,Austria,AUT,43921,USA,USA,2,1,19 Jun 1990 - 21:00 Local time,Comunale,Group matches - Group A,1990 FIFA World Cup Italy,1990,Italy,
813,44023,Germany FR,FRG,43925,Chile,CHI,4,1,20 Jun 1982 - 17:15 Local time,El Molinon,Group matches - Group 2,1982 FIFA World Cup Spain,1982,Spain,
2066,43975,Yugoslavia,YUG,44023,Germany FR,FRG,0,2,26 Jun 1974 - 16:00 Local time,Rheinstadion,Second round - Group B,1974 FIFA World Cup Germany,1974,Germany FR,
97410016,43888,Tunisia,TUN,43835,Saudi Arabia,KSA,2,2,14 Jun 2006 - 18:00 Local time,"FIFA World Cup Stadium, Munich",Group matches - Group H,2006 FIFA World Cup Germany,2006,Germany,
300061469,43860,Ghana,GHA,43976,Australia,AUS,1,1,19 Jun 2010 - 16:00 Local time,Royal Bafokeng Stadium,First stage - Group D,2010 FIFA World Cup South Africa,2010,South Africa,
1426,43928,Paraguay,PAR,43975,Yugoslavia,YUG,3,3,15 Jun 1958 - 19:00 Local time,Tunavallen,Group matches - Group 2,1958 FIFA World Cup Sweden,1958,Sweden,
43950043,43911,Mexico,MEX,43954,Italy,ITA,1,1,13 Jun 2002 - 20:30 Local time,Oita Stadium Big Eye,Group matches - Group G,2002 FIFA World Cup Korea,2002,Korea,
8742,43924,Brazil,BRA,43872,Morocco,MAR,3,0,16 Jun 1998 - 21:00 Local time,La Beaujoire,Group matches - Group A,1998 FIFA World Cup France,1998,France,
1133,43971,Switzerland,SUI,43960,Netherlands,NED,3,2,27 May 1934 - 16:30 Local time,San Siro,Preliminary round,1934 FIFA World Cup Italy,1934,Italy,
300061486,43821,Korea DPR,PRK,43854,Côte d'Ivoire,CIV,0,3,25 Jun 2010 - 16:00 Local time,Mbombela Stadium,First stage - Group G,2010 FIFA World Cup South Africa,2010,South Africa,
1099,43930,Uruguay,URU,43929,Peru,PER,1,0,18 Jul 1930 - 14:30 Local time,Estadio Centenario,Group matches - Group 3,1930 FIFA World Cup Uruguay,1930,Uruguay,
1563,44026,Soviet Union,URS,43975,Yugoslavia,YUG,2,0,31 May 1962 - 15:00 Local time,Carlos Dittborn,Group matches - Group 1,1962 FIFA World Cup Chile,1962,Chile,
782,43962,Poland,POL,43935,Belgium,BEL,3,0,28 Jun 1982 - 21:00 Local time,Camp Nou,Second round - Group 1,1982 FIFA World Cup Spain,1982,Spain,
628,43928,Paraguay,PAR,43818,Iraq,IRQ,1,0,04 Jun 1986 - 12:00 Local time,Bombonera - Estadio Nemesio Diez,Group matches - Group B,1986 FIFA World Cup Mexico,1986,Mexico,
97410041,43995,Czech Republic,CZE,43954,Italy,ITA,0,2,22 Jun 2006 - 16:00 Local time,"FIFA World Cup Stadium, Hamburg",Group matches - Group E,2006 FIFA World Cup Germany,2006,Germany,
43950014,43822,Korea Republic,KOR,43962,Poland,POL,2,0,04 Jun 2002 - 20:30 Local time,Busan Asiad Main Stadium,Group matches - Group D,2002 FIFA World Cup Korea,2002,Korea,
1922,43970,Sweden,SWE,43930,Uruguay,URU,1,0,10 Jun 1970 - 16:00 Local time,Cuauhtemoc,Group matches - Group 2,1970 FIFA World Cup Mexico,1970,Mexico,
444,43924,Brazil,BRA,43962,Poland,POL,4,0,16 Jun 1986 - 12:00 Local time,Jalisco,Round of 16,1986 FIFA World Cup Mexico,1986,Mexico,
1471,44023,Germany FR,FRG,43925,Chile,CHI,2,0,06 Jun 1962 - 15:00 Local time,Nacional,Group matches - Group 2,1962 FIFA World Cup Chile,1962,Chile,
1164,43954,Italy,ITA,43946,France,FRA,3,1,12 Jun 1938 - 17:00 Local time,Stade Olympique,Quarter-finals,1938 FIFA World Cup France,1938,France,
151,43960,Netherlands,NED,43855,Egypt,EGY,1,1,12 Jun 1990 - 21:00 Local time,Della Favorita,Group matches - Group F,1990 FIFA World Cup Italy,1990,Italy,
43950015,43965,Russia,RUS,43888,Tunisia,TUN,2,0,05 Jun 2002 - 15:30 Local time,Kobe Wing Stadium,Group matches - Group H,2002 FIFA World Cup Korea,2002,Korea,
1470,43950,Hungary,HUN,43936,Bulgaria,BUL,6,1,03 Jun 1962 - 15:00 Local time,El Teniente - Estadio Braden Copper Co.,Group matches - Group 4,1962 FIFA World Cup Chile,1962,Chile,
1165,43971,Switzerland,SUI,43948,Germany,GER,1,1,04 Jun 1938 - 17:00 Local time,Parc des Princes,First round,1938 FIFA World Cup France,1938,France,
150,43942,England,ENG,43855,Egypt,EGY,1,0,21 Jun 1990 - 21:00 Local time,Sant Elia,Group matches - Group F,1990 FIFA World Cup Italy,1990,Italy,
783,43935,Belgium,BEL,44026,Soviet Union,URS,0,1,01 Jul 1982 - 21:00 Local time,Camp Nou,Second round - Group 1,1982 FIFA World Cup Spain,1982,Spain,
97410040,43817,Iran,IRN,43844,Angola,ANG,1,1,21 Jun 2006 - 16:00 Local time,Zentralstadion,Group matches - Group D,2006 FIFA World Cup Germany,2006,Germany,
2175,43967,Scotland,SCO,43975,Yugoslavia,YUG,1,1,22 Jun 1974 - 16:00 Local time,Waldstadion,Group matches - Group 2,1974 FIFA World Cup Germany,1974,Germany FR,
300353632,43855,Egypt,EGY,43930,Uruguay,URU,0,1,15 Jun 2018 - 17:00      Local time,Ekaterinburg Arena,"First stage - Group A,",2018 FIFA World Cup Russia,2018,Russia,
300061468,43860,Ghana,GHA,43948,Germany,GER,0,1,23 Jun 2010 - 20:30 Local time,Soccer City Stadium,First stage - Group D,2010 FIFA World Cup South Africa,2010,South Africa,
43950042,43972,Turkey,TUR,43812,China PR,CHN,3,0,13 Jun 2002 - 15:30 Local time,Seoul World Cup Stadium,Group matches - Group C,2002 FIFA World Cup Korea,2002,Korea,
8743,43925,Chile,CHI,43934,Austria,AUT,1,1,17 Jun 1998 - 17:30 Local time,Stade Geoffroy Guichard,Group matches - Group B,1998 FIFA World Cup France,1998,France,
300061487,43963,Portugal,POR,43821,Korea DPR,PRK,7,0,21 Jun 2010 - 13:30 Local time,Cape Town Stadium,First stage - Group G,2010 FIFA World Cup South Africa,2010,South Africa,
1098,43964,Romania,ROU,43929,Peru,PER,3,1,14 Jul 1930 - 14:50 Local time,Pocitos,Group matches - Group 3,1930 FIFA World Cup Uruguay,1930,Uruguay,
1562,44026,Soviet Union,URS,43930,Uruguay,URU,2,1,06 Jun 1962 - 15:00 Local time,Carlos Dittborn,Group matches - Group 1,1962 FIFA World Cup Chile,1962,Chile,
2067,44024,German DR,GDR,43960,Netherlands,NED,0,2,30 Jun 1974 - 16:00 Local time,Parkstadion,Second round - Group A,1974 FIFA World Cup Germany,1974,Germany FR,
97410017,43948,Germany,GER,43962,Poland,POL,1,0,14 Jun 2006 - 21:00 Local time,"FIFA World Cup Stadium, Dortmund",Group matches - Group A,2006 FIFA World Cup Germany,2006,Germany,
43950054,43924,Brazil,BRA,43935,Belgium,BEL,2,0,17 Jun 2002 - 20:30 Local time,Kobe Wing Stadium,Round of 16,2002 FIFA World Cup Korea,2002,Korea,
300061491,43925,Chile,CHI,43969,Spain,ESP,1,2,25 Jun 2010 - 20:30 Local time,Loftus Versfeld Stadium,First stage - Group H,2010 FIFA World Cup South Africa,2010,South Africa,
111,43849,Cameroon,CMR,44026,Soviet Union,URS,0,4,18 Jun 1990 - 21:00 Local time,Stadio San Nicola,Group matches - Group B,1990 FIFA World Cup Italy,1990,Italy,
8755,43926,Colombia,COL,43888,Tunisia,TUN,1,0,22 Jun 1998 - 17:30 Local time,La Mosson,Group matches - Group G,1998 FIFA World Cup France,1998,France,
392,43922,Argentina,ARG,43942,England,ENG,2,1,22 Jun 1986 - 12:00 Local time,Estadio Azteca,Quarter-finals,1986 FIFA World Cup Mexico,1986,Mexico,
97410001,43948,Germany,GER,43901,Costa Rica,CRC,4,2,09 Jun 2006 - 18:00 Local time,"FIFA World Cup Stadium, Munich",Group matches - Group A,2006 FIFA World Cup Germany,2006,Germany,
900,44023,Germany FR,FRG,43969,Spain,ESP,2,1,02 Jul 1982 - 21:00 Local time,Santiago Bernabeu,Second round - Group 2,1982 FIFA World Cup Spain,1982,Spain,
43950003,43930,Uruguay,URU,43941,Denmark,DEN,1,2,01 Jun 2002 - 18:00 Local time,Munsu Football Stadium,Group matches - Group A,2002 FIFA World Cup Korea,2002,Korea,
1173,43950,Hungary,HUN,44031,Dutch East Indies,INH,6,0,05 Jun 1938 - 17:00 Local time,Velodrome Municipale,First round,1938 FIFA World Cup France,1938,France,
97410056,43969,Spain,ESP,43946,France,FRA,1,3,27 Jun 2006 - 21:00 Local time,"FIFA World Cup Stadium, Hanover",Round of 16,2006 FIFA World Cup Germany,2006,Germany,
8779,43922,Argentina,ARG,43942,England,ENG,2,2,30 Jun 1998 - 21:00 Local time,Stade Geoffroy Guichard,Round of 16,1998 FIFA World Cup France,1998,France,win on penalties (4 - 3)
994,43954,Italy,ITA,43929,Peru,PER,1,1,18 Jun 1982 - 17:15 Local time,Estadio Municipal de Balaídos,Group matches - Group 1,1982 FIFA World Cup Spain,1982,Spain,
1108,43948,Germany,GER,43935,Belgium,BEL,5,2,27 May 1934 - 16:30 Local time,Giovanni Berta,Preliminary round,1934 FIFA World Cup Italy,1934,Italy,
3070,43835,Saudi Arabia,KSA,43872,Morocco,MAR,2,1,25 Jun 1994 - 12:30 Local time,Giants Stadium,Group matches - Group F,1994 FIFA World Cup USA,1994,USA,
300061452,43883,South Africa,RSA,43930,Uruguay,URU,0,3,16 Jun 2010 - 20:30 Local time,Loftus Versfeld Stadium,First stage - Group A,2010 FIFA World Cup South Africa,2010,South Africa,
428,43935,Belgium,BEL,43911,Mexico,MEX,1,2,03 Jun 1986 - 12:00 Local time,Estadio Azteca,Group matches - Group B,1986 FIFA World Cup Mexico,1986,Mexico,
701,43962,Poland,POL,43963,Portugal,POR,1,0,07 Jun 1986 - 16:00 Local time,Estadio Universitario,Group matches - Group F,1986 FIFA World Cup Mexico,1986,Mexico,
300186472,43849,Cameroon,CMR,43924,Brazil,BRA,1,4,23 Jun 2014 - 17:00 Local time,Estadio Nacional,First stage - Group A,2014 FIFA World Cup Brazil,2014,Brazil,
1919,43964,Romania,ROU,44025,Czechoslovakia,TCH,2,1,06 Jun 1970 - 16:00 Local time,Jalisco,Group matches - Group 3,1970 FIFA World Cup Mexico,1970,Mexico,
300331537,43946,France,FRA,43922,Argentina,ARG,4,3,30 Jun 2018 - 17:00      Local time,Kazan Arena,"Round of 16,",2018 FIFA World Cup Russia,2018,Russia,
1276,43975,Yugoslavia,YUG,43946,France,FRA,1,0,16 Jun 1954 - 18:00 Local time,La Pontaise,Group matches - Group 1,1954 FIFA World Cup Switzerland,1954,Switzerland,
243,43954,Italy,ITA,43953,Republic of Ireland,IRL,1,0,30 Jun 1990 - 21:00 Local time,Stadio Olimpico,Quarter-finals,1990 FIFA World Cup Italy,1990,Italy,
8738,43948,Germany,GER,43921,USA,USA,2,0,15 Jun 1998 - 21:00 Local time,Parc des Princes,Group matches - Group F,1998 FIFA World Cup France,1998,France,
1149,43954,Italy,ITA,43924,Brazil,BRA,2,1,16 Jun 1938 - 18:00 Local time,Stade Vélodrome,Semi-finals,1938 FIFA World Cup France,1938,France,
43950039,43883,South Africa,RSA,43969,Spain,ESP,2,3,12 Jun 2002 - 20:30 Local time,Daejeon World Cup Stadium,Group matches - Group B,2002 FIFA World Cup Korea,2002,Korea,
740,43843,Algeria,ALG,43925,Chile,CHI,3,2,24 Jun 1982 - 17:15 Local time,Carlos Tartiere,Group matches - Group 2,1982 FIFA World Cup Spain,1982,Spain,
1325,44025,Czechoslovakia,TCH,43922,Argentina,ARG,6,1,15 Jun 1958 - 19:00 Local time,Olympia Stadium,Group matches - Group 1,1958 FIFA World Cup Sweden,1958,Sweden,
300331521,1902465,Serbia,SRB,43924,Brazil,BRA,0,2,27 Jun 2018 - 21:00      Local time,Spartak Stadium,"First stage - Group E,",2018 FIFA World Cup Russia,2018,Russia,
3089,43960,Netherlands,NED,43953,Republic of Ireland,IRL,2,0,04 Jul 1994 - 12:00 Local time,Citrus Bowl,Round of 16,1994 FIFA World Cup USA,1994,USA,
300061501,43948,Germany,GER,43942,England,ENG,4,1,27 Jun 2010 - 16:00 Local time,Free State Stadium,Round of 16,2010 FIFA World Cup South Africa,2010,South Africa,
73,43924,Brazil,BRA,43901,Costa Rica,CRC,1,0,16 Jun 1990 - 17:00 Local time,Stadio delle Alpi,Group matches - Group C,1990 FIFA World Cup Italy,1990,Italy,
828,43954,Italy,ITA,43849,Cameroon,CMR,1,1,23 Jun 1982 - 17:15 Local time,Estadio Municipal de Balaídos,Group matches - Group 1,1982 FIFA World Cup Spain,1982,Spain,
8780,43964,Romania,ROU,43938,Croatia,CRO,0,1,30 Jun 1998 - 16:30 Local time,Stade du Parc Lescure,Round of 16,1998 FIFA World Cup France,1998,France,
3066,43911,Mexico,MEX,43953,Republic of Ireland,IRL,2,1,24 Jun 1994 - 12:30 Local time,Citrus Bowl,Group matches - Group E,1994 FIFA World Cup USA,1994,USA,
300186464,44037,Bosnia and Herzegovina,BIH,43817,Iran,IRN,3,1,25 Jun 2014 - 13:00 Local time,Arena Fonte Nova,First stage - Group F,2014 FIFA World Cup Brazil,2014,Brazil,
1372,44026,Soviet Union,URS,43942,England,ENG,2,2,08 Jun 1958 - 19:00 Local time,Nya Ullevi,Group matches - Group 4,1958 FIFA World Cup Sweden,1958,Sweden,
1237,43934,Austria,AUT,43971,Switzerland,SUI,7,5,26 Jun 1954 - 17:00 Local time,La Pontaise,Quarter-finals,1954 FIFA World Cup Switzerland,1954,Switzerland,
2196,43922,Argentina,ARG,43924,Brazil,BRA,0,0,18 Jun 1978 - 19:15 Local time,Arroyito - Estadio Dr. Lisandro de la Torre,Second round - Group B,1978 FIFA World Cup Argentina,1978,Argentina,
1610,44026,Soviet Union,URS,43925,Chile,CHI,2,1,20 Jul 1966 - 19:30 Local time,Roker Park Ground,Group matches - Group 4,1966 FIFA World Cup England,1966,England,
1240,43942,England,ENG,43935,Belgium,BEL,4,4,17 Jun 1954 - 18:10 Local time,St. Jakob,Group matches - Group 4,1954 FIFA World Cup Switzerland,1954,Switzerland,
300331501,43948,Germany,GER,43970,Sweden,SWE,2,1,23 Jun 2018 - 21:00      Local time,Fisht Stadium,"First stage - Group F,",2018 FIFA World Cup Russia,2018,Russia,
1186,43924,Brazil,BRA,43969,Spain,ESP,6,1,13 Jul 1950 - 15:00 Local time,'Maracanã - Estádio Jornalista Mário Filho,Final round - Group 6,1950 FIFA World Cup Brazil,1950,Brazil,
43950019,43849,Cameroon,CMR,43835,Saudi Arabia,KSA,1,0,06 Jun 2002 - 18:00 Local time,Saitama Stadium 2002,Group matches - Group E,2002 FIFA World Cup Korea,2002,Korea,
300186501,43948,Germany,GER,43922,Argentina,ARG,1,0,13 Jul 2014 - 16:00 Local time,Estadio do Maracana,Final,2014 FIFA World Cup Brazil,2014,Brazil,Germany win after extra time
388,43922,Argentina,ARG,43935,Belgium,BEL,2,0,25 Jun 1986 - 16:00 Local time,Estadio Azteca,Semi-finals,1986 FIFA World Cup Mexico,1986,Mexico,
1702,43963,Portugal,POR,43821,Korea DPR,PRK,5,3,23 Jul 1966 - 15:00 Local time,Goodison Park,Quarter-finals,1966 FIFA World Cup England,1966,England,
300061464,43942,England,ENG,43843,Algeria,ALG,0,0,18 Jun 2010 - 20:30 Local time,Cape Town Stadium,First stage - Group C,2010 FIFA World Cup South Africa,2010,South Africa,
300111111,43963,Portugal,POR,43924,Brazil,BRA,0,0,25 Jun 2010 - 16:00 Local time,Durban Stadium,First stage - Group G,2010 FIFA World Cup South Africa,2010,South Africa,
1094,43925,Chile,CHI,43946,France,FRA,1,0,19 Jul 1930 - 12:50 Local time,Estadio Centenario,Group matches - Group 1,1930 FIFA World Cup Uruguay,1930,Uruguay,
3103,43970,Sweden,SWE,43936,Bulgaria,BUL,4,0,16 Jul 1994 - 12:30 Local time,Rose Bowl,Match for third place,1994 FIFA World Cup USA,1994,USA,
1344,43924,Brazil,BRA,44026,Soviet Union,URS,2,0,15 Jun 1958 - 19:00 Local time,Nya Ullevi,Group matches - Group 4,1958 FIFA World Cup Sweden,1958,Sweden,
300186452,43938,Croatia,CRO,43911,Mexico,MEX,1,3,23 Jun 2014 - 17:00 Local time,Arena Pernambuco,First stage - Group A,2014 FIFA World Cup Brazil,2014,Brazil,
300331540,43924,Brazil,BRA,43901,Costa Rica,CRC,2,0,22 Jun 2018 - 15:00      Local time,Saint Petersburg Stadium,"First stage - Group E,",2018 FIFA World Cup Russia,2018,Russia,
3050,43969,Spain,ESP,43822,Korea Republic,KOR,2,2,17 Jun 1994 - 19:30 Local time,Cotton Bowl,Group matches - Group C,1994 FIFA World Cup USA,1994,USA,
1597,43950,Hungary,HUN,43924,Brazil,BRA,3,1,15 Jul 1966 - 19:30 Local time,Goodison Park,Group matches - Group 3,1966 FIFA World Cup England,1966,England,
43950058,43948,Germany,GER,43921,USA,USA,1,0,21 Jun 2002 - 20:30 Local time,Munsu Football Stadium,Quarter-finals,2002 FIFA World Cup Korea,2002,Korea,
8759,43924,Brazil,BRA,43961,Norway,NOR,1,2,23 Jun 1998 - 21:00 Local time,Stade Vélodrome,Group matches - Group A,1998 FIFA World Cup France,1998,France,
1578,43922,Argentina,ARG,43969,Spain,ESP,2,1,13 Jul 1966 - 19:30 Local time,Villa Park,Group matches - Group 2,1966 FIFA World Cup England,1966,England,
263,43954,Italy,ITA,44025,Czechoslovakia,TCH,2,0,19 Jun 1990 - 21:00 Local time,Stadio Olimpico,Group matches - Group A,1990 FIFA World Cup Italy,1990,Italy,
300331517,43969,Spain,ESP,43965,Russia,RUS,,,01 Jul 2018 - 17:00      Local time,Luzhniki Stadium,"Round of 16,",2018 FIFA World Cup Russia,2018,Russia,
1313,43930,Uruguay,URU,43967,Scotland,SCO,7,0,19 Jun 1954 - 16:50 Local time,St. Jakob,Group matches - Group 3,1954 FIFA World Cup Switzerland,1954,Switzerland,
1893,43929,Peru,PER,43872,Morocco,MAR,3,0,06 Jun 1970 - 16:00 Local time,Nou Camp - Estadio León,Group matches - Group 4,1970 FIFA World Cup Mexico,1970,Mexico,
2246,43924,Brazil,BRA,43969,Spain,ESP,0,0,07 Jun 1978 - 13:45 Local time,Estadio José María Minella,Group matches - Group 3,1978 FIFA World Cup Argentina,1978,Argentina,
1190,43930,Uruguay,URU,43924,Brazil,BRA,2,1,16 Jul 1950 - 15:00 Local time,'Maracanã - Estádio Jornalista Mário Filho,Final round - Group 6,1950 FIFA World Cup Brazil,1950,Brazil,
97410021,43922,Argentina,ARG,1890244,Serbia and Montenegro,SCG,6,0,16 Jun 2006 - 15:00 Local time,"FIFA World Cup Stadium, Gelsenkirchen",Group matches - Group C,2006 FIFA World Cup Germany,2006,Germany,
1387,43946,France,FRA,43967,Scotland,SCO,2,1,15 Jun 1958 - 19:00 Local time,Eyravallen,Group matches - Group 2,1958 FIFA World Cup Sweden,1958,Sweden,
300186491,43926,Colombia,COL,43930,Uruguay,URU,2,0,28 Jun 2014 - 17:00 Local time,Estadio do Maracana,Round of 16,2014 FIFA World Cup Brazil,2014,Brazil,
1104,43934,Austria,AUT,43946,France,FRA,3,2,27 May 1934 - 16:30 Local time,Stadio Benito Mussolini,Preliminary round,1934 FIFA World Cup Italy,1934,Italy,Austria win after extra time
8775,43876,Nigeria,NGA,43941,Denmark,DEN,1,4,28 Jun 1998 - 21:00 Local time,Stade de France,Round of 16,1998 FIFA World Cup France,1998,France,
1295,43950,Hungary,HUN,43930,Uruguay,URU,4,2,30 Jun 1954 - 18:00 Local time,La Pontaise,Semi-finals,1954 FIFA World Cup Switzerland,1954,Switzerland,Hungary win after extra time
300340182,43942,England,ENG,43935,Belgium,BEL,,,28 Jun 2018 - 20:00      Local time,Kaliningrad Stadium,"First stage - Group G,",2018 FIFA World Cup Russia,2018,Russia,
1780,43929,Peru,PER,43936,Bulgaria,BUL,3,2,02 Jun 1970 - 16:00 Local time,Nou Camp - Estadio León,Group matches - Group 4,1970 FIFA World Cup Mexico,1970,Mexico,
1153,43924,Brazil,BRA,44025,Czechoslovakia,TCH,2,1,14 Jun 1938 - 18:00 Local time,Stade du Parc Lescure,Quarter-finals,1938 FIFA World Cup France,1938,France,
536,43942,England,ENG,43928,Paraguay,PAR,3,0,18 Jun 1986 - 12:00 Local time,Estadio Azteca,Round of 16,1986 FIFA World Cup Mexico,1986,Mexico,
920,43946,France,FRA,43952,Northern Ireland,NIR,4,1,04 Jul 1982 - 17:15 Local time,Vicente Calderon,Second round - Group 4,1982 FIFA World Cup Spain,1982,Spain,
43950023,43922,Argentina,ARG,43942,England,ENG,0,1,07 Jun 2002 - 20:30 Local time,Sapporo Dome,Group matches - Group F,2002 FIFA World Cup Korea,2002,Korea,
97410060,43924,Brazil,BRA,43946,France,FRA,0,1,01 Jul 2006 - 21:00 Local time,"FIFA World Cup Stadium, Frankfurt",Quarter-finals,2006 FIFA World Cup Germany,2006,Germany,
1283,44023,Germany FR,FRG,43972,Turkey,TUR,4,1,17 Jun 1954 - 18:00 Local time,Wankdorf Stadium,Group matches - Group 2,1954 FIFA World Cup Switzerland,1954,Switzerland,
1779,43936,Bulgaria,BUL,43872,Morocco,MAR,1,1,11 Jun 1970 - 16:00 Local time,Nou Camp - Estadio León,Group matches - Group 4,1970 FIFA World Cup Mexico,1970,Mexico,
8734,43922,Argentina,ARG,43819,Japan,JPN,1,0,14 Jun 1998 - 14:30 Local time,Stade Municipal,Group matches - Group H,1998 FIFA World Cup France,1998,France,
